wage_eur,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_reactions,movement_balance,power_shot_power,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_sliding_tackle
27000,80,58,74,77,44,73,68,40,67,78,80,82,81,82,66,91,74,47,84,68,46,81,83,79
26000,15,19,24,24,19,16,23,11,33,19,49,34,78,42,53,43,76,18,24,45,23,58,22,13
33000,24,14,13,39,15,15,23,22,39,14,59,54,79,58,58,41,73,13,20,46,15,64,24,14
35000,73,76,43,82,63,87,76,69,70,86,83,77,80,94,66,73,45,72,66,82,61,82,58,38
98000,82,78,50,88,86,85,81,72,83,90,75,67,86,85,78,79,72,73,59,87,77,87,64,57
82000,67,72,83,77,66,74,71,68,79,77,78,76,81,73,78,90,77,74,84,74,60,79,80,88
39000,14,11,16,30,11,19,12,11,25,17,47,51,81,43,53,39,69,13,32,41,22,52,15,14
44000,54,84,84,78,70,76,68,60,50,80,66,71,81,38,84,70,90,76,75,78,80,78,40,30
155000,83,63,72,84,50,78,78,60,78,82,77,79,80,74,65,89,69,66,68,83,57,76,75,78
82000,84,48,54,79,49,83,59,42,73,78,89,90,81,75,65,79,77,40,73,78,56,79,75,78
85000,78,84,69,81,83,79,79,80,72,79,75,76,82,82,87,88,82,84,80,81,72,80,22,33
165000,70,32,80,78,38,55,55,37,61,78,68,78,77,69,54,78,79,28,78,53,45,73,77,84
46000,67,42,81,76,48,60,57,46,71,69,72,70,81,66,61,77,82,50,85,65,51,69,83,82
56000,85,63,72,78,57,80,75,56,72,81,87,90,78,78,75,84,76,65,75,73,51,77,76,80
125000,44,48,87,76,47,69,38,46,75,75,47,53,80,56,68,70,90,52,84,66,44,82,81,79
90000,81,76,33,82,80,86,83,79,71,84,86,78,82,86,78,78,61,77,57,80,81,77,43,46
67000,84,70,45,85,67,82,81,77,69,87,73,68,82,82,73,69,59,74,62,83,69,77,35,17
49000,84,74,51,75,70,83,79,80,70,81,88,87,79,75,84,90,75,76,75,79,64,77,69,68
77000,80,76,40,79,75,83,79,77,76,84,85,84,81,87,78,80,43,82,63,77,70,79,63,29
21000,78,73,46,75,68,87,76,56,64,83,92,94,84,89,75,79,40,64,47,78,59,81,52,39
26000,11,14,13,19,11,10,11,11,22,23,50,63,82,60,62,34,72,15,32,65,24,64,20,24
23000,57,50,81,81,74,64,62,71,80,77,60,58,80,72,81,70,78,72,83,73,80,92,90,80
29000,54,83,92,72,80,76,61,54,52,82,60,61,85,53,82,50,82,78,82,73,86,87,58,49
26000,83,66,58,78,75,83,82,46,75,82,89,86,81,85,75,78,33,70,68,77,56,78,70,69
45000,85,70,60,86,72,83,86,78,83,87,58,55,79,89,77,54,57,75,67,86,80,88,68,58
70000,65,72,61,80,59,76,67,63,77,78,71,73,82,68,81,93,74,78,84,78,67,75,81,67
49000,74,50,54,86,78,80,71,76,82,84,55,55,80,78,77,71,61,75,83,80,72,80,80,74
75000,14,13,11,20,17,14,18,12,32,22,50,47,75,44,53,25,65,20,43,52,22,63,14,13
15000,12,17,13,36,13,18,14,16,37,22,30,33,74,32,57,29,58,18,18,60,21,64,27,12
135000,82,74,56,84,71,81,85,86,80,86,66,58,85,89,74,68,34,70,50,84,80,87,38,21
140000,64,83,91,79,83,70,70,65,58,83,44,48,84,53,85,60,89,71,76,77,83,79,37,20
24000,50,55,81,76,37,46,52,69,69,70,64,65,75,53,78,70,81,41,82,49,61,69,81,79
140000,76,77,31,80,59,88,83,84,77,82,88,82,80,79,84,77,59,81,44,83,70,79,43,51
1000,68,44,83,68,38,67,66,60,67,73,49,65,73,46,64,75,86,50,81,57,49,78,79,82
29000,78,78,74,78,79,84,79,72,74,85,77,83,78,66,84,78,84,75,84,77,77,81,43,39
150000,77,76,68,76,83,85,79,78,74,84,83,79,79,87,83,71,71,77,76,79,74,79,38,35
59000,77,77,59,82,65,82,67,71,80,84,85,77,81,85,78,82,74,76,72,80,79,82,49,38
52000,90,60,80,78,64,80,85,88,77,77,71,68,83,58,95,83,74,86,86,77,80,90,82,81
27000,64,83,67,79,78,81,75,78,66,85,75,77,68,50,86,66,83,77,70,74,91,81,10,20
1000,76,79,53,81,68,87,82,72,73,88,85,82,77,84,77,78,76,78,58,82,80,84,45,42
1000,73,76,56,77,82,87,52,73,75,85,93,91,79,83,83,85,67,83,56,79,72,82,38,40
23000,38,86,93,73,83,68,61,30,37,75,46,53,82,32,82,70,92,70,68,67,90,81,38,26
56000,82,70,70,84,78,83,78,78,80,85,73,73,82,77,84,82,63,86,68,82,68,82,74,68
140000,78,78,55,80,70,84,81,57,71,85,78,73,81,82,77,70,47,79,56,78,66,77,49,31
29000,66,82,93,78,84,66,63,69,66,77,54,58,83,60,84,84,84,69,54,69,67,80,58,37
29000,75,80,51,74,83,84,85,63,57,86,86,87,72,82,74,73,56,79,54,73,67,72,59,25
100000,71,71,63,83,64,78,79,64,79,82,73,67,85,78,78,86,70,69,89,79,74,83,82,79
120000,79,71,45,82,76,86,88,84,81,84,83,77,80,91,87,73,71,84,61,81,65,82,35,48
1000,74,56,72,82,52,80,66,39,71,79,79,85,80,61,71,87,75,58,77,73,53,76,83,84
20000,17,42,80,70,39,64,39,19,74,62,44,63,75,31,50,77,94,30,83,64,72,74,84,85
34000,74,84,71,75,80,80,78,54,66,82,90,90,81,72,84,80,76,74,72,73,69,80,32,21
87000,83,72,75,82,79,75,74,56,74,82,74,83,80,49,77,92,85,78,73,71,65,78,75,79
89000,77,73,48,79,73,86,70,58,58,84,92,92,82,78,85,73,70,77,72,77,57,78,32,33
135000,74,77,67,80,75,82,79,68,63,84,82,79,83,84,81,89,62,78,74,81,74,82,63,49
32000,80,80,60,79,69,84,75,76,73,81,90,91,80,78,82,80,60,79,65,82,74,78,39,36
115000,68,85,78,67,81,74,65,57,48,74,87,88,83,75,85,79,68,64,87,72,83,81,56,53
80000,44,87,83,70,77,77,48,62,43,81,70,72,76,60,86,70,94,64,72,56,70,78,52,22
39000,79,83,64,78,77,88,82,72,68,84,88,90,83,83,79,82,67,81,58,76,78,85,63,45
32000,10,8,11,18,8,9,9,18,16,21,41,42,82,41,58,29,79,7,34,71,14,67,20,13
28000,40,56,83,67,63,60,72,58,58,64,68,74,78,63,74,76,79,61,86,50,62,70,77,84
46000,61,53,70,82,57,77,54,57,78,76,80,81,80,80,60,93,68,59,75,77,77,81,83,80
0,40,38,83,74,44,56,45,49,61,72,83,78,85,68,53,76,73,41,86,42,56,71,84,76
0,75,74,64,83,76,83,86,78,82,80,88,75,82,76,82,80,70,78,62,83,77,81,40,33
61000,56,82,82,72,69,82,76,33,73,82,81,81,78,73,79,78,84,69,84,76,66,77,56,25
59000,68,74,59,84,68,84,78,64,79,84,78,79,79,82,64,79,61,71,70,84,63,82,69,63
87000,67,59,56,84,59,88,67,58,79,86,84,76,84,86,80,80,78,65,81,83,60,87,68,69
105000,72,48,77,69,34,70,60,40,68,71,78,80,81,67,62,88,77,42,83,59,60,74,81,80
30000,15,12,12,26,13,13,11,12,25,21,41,37,71,43,52,43,55,17,33,42,31,59,20,12
24000,67,77,66,83,78,78,77,62,75,84,67,74,82,68,82,89,77,78,74,81,55,85,71,67
97000,62,42,79,79,38,71,64,59,78,76,72,76,82,62,70,76,78,52,81,70,54,83,82,79
82000,74,68,41,83,62,85,73,63,80,85,72,66,80,79,64,74,63,71,76,83,55,80,62,74
82000,74,77,50,82,72,80,70,70,79,82,69,65,76,75,77,76,67,80,65,83,55,75,72,73
110000,70,60,72,83,65,80,64,64,81,83,68,71,78,69,81,87,83,75,86,78,60,80,82,80
35000,80,61,52,81,58,79,80,49,75,81,83,87,82,80,62,83,61,59,76,75,52,76,75,82
26000,67,76,45,78,72,88,70,52,69,86,88,87,79,86,74,76,64,67,58,81,69,80,40,32
71000,77,68,52,84,75,85,80,65,80,85,80,82,76,76,76,73,57,82,56,83,51,75,69,71
32000,12,15,12,32,16,14,19,20,23,15,54,48,76,50,58,42,73,17,26,58,24,61,15,17
94000,73,53,62,85,50,70,76,77,85,80,50,52,75,61,90,79,77,79,92,82,63,74,66,69
160000,72,73,55,85,76,86,75,61,76,83,68,67,77,79,79,59,66,82,44,81,67,80,68,66
45000,65,69,75,83,62,79,62,56,79,82,65,73,83,66,86,82,92,80,86,79,45,84,77,81
59000,72,79,56,78,78,79,74,72,72,81,75,73,84,80,86,84,75,82,73,79,65,75,60,53
97000,79,44,75,78,54,82,76,58,71,80,81,83,80,74,70,81,75,54,82,74,53,76,80,79
14000,53,84,77,69,75,76,68,57,55,79,87,90,81,92,81,72,74,66,66,58,79,75,20,15
73000,68,73,66,82,68,78,41,42,75,80,65,72,78,68,84,92,80,75,78,77,54,74,79,76
74000,50,50,76,77,66,74,58,58,73,76,70,72,79,67,80,92,74,68,85,67,55,77,84,83
28000,19,13,14,35,14,20,12,15,32,22,45,51,76,31,59,31,67,17,41,55,21,25,14,12
57000,39,40,86,69,33,53,28,32,57,59,51,53,75,56,39,68,85,29,80,42,41,70,79,80
41000,78,82,73,76,81,78,78,74,68,79,76,76,81,77,83,78,77,81,63,78,65,76,29,30
65000,69,80,85,75,75,76,71,43,48,76,81,84,81,55,74,87,79,59,84,68,59,69,55,33
76000,82,75,30,78,64,82,83,72,71,81,92,88,77,96,71,79,50,73,65,80,69,79,45,42
33000,68,55,85,77,53,62,44,42,71,72,54,69,79,49,74,74,82,46,69,69,67,71,83,77
79000,82,73,37,83,79,85,84,82,77,85,80,68,82,87,79,75,49,82,54,83,44,84,68,64
74000,77,64,55,84,69,84,74,67,79,85,71,68,73,77,76,77,65,72,60,82,66,82,57,62
73000,67,63,59,83,60,78,67,77,81,81,73,82,81,74,81,87,66,79,80,80,60,79,79,76
51000,35,19,81,64,38,62,26,26,64,66,69,67,80,66,56,65,77,44,81,33,37,76,83,82
68000,72,69,62,82,65,80,79,74,83,83,63,64,78,74,80,87,62,81,82,80,69,78,75,77
80000,82,70,48,80,74,85,80,85,77,86,81,76,74,81,82,72,59,81,54,80,75,78,39,35
19000,79,72,67,76,75,90,85,67,65,85,88,79,80,87,66,74,39,67,64,78,68,85,64,54
21000,20,12,13,42,19,17,21,20,38,25,65,65,77,67,54,41,54,13,21,62,12,65,21,13
18000,15,14,19,17,13,14,17,16,38,20,36,37,78,56,56,38,73,16,29,68,13,60,20,18
66000,66,55,75,81,50,62,71,81,79,76,53,56,78,63,84,90,82,77,88,73,91,76,78,73
45000,61,80,80,75,81,79,70,56,56,80,75,77,78,67,80,73,72,78,55,62,75,72,43,41
62000,42,84,87,76,79,65,40,37,48,78,57,68,82,44,84,85,86,66,76,65,77,80,37,25
59000,91,67,41,79,80,87,94,71,75,86,77,77,75,84,79,62,59,79,74,84,73,82,29,11
13000,77,52,80,74,61,65,82,79,77,62,65,70,74,43,80,78,87,74,72,58,78,76,86,83
105000,86,62,66,84,76,77,81,75,81,80,63,59,84,73,82,90,70,70,85,79,88,86,77,79
25000,66,86,79,76,74,79,78,73,71,82,74,75,77,79,82,65,76,75,61,75,85,86,35,34
56000,61,84,84,75,79,78,61,62,46,79,69,70,78,58,84,73,83,75,52,71,83,82,22,35
23000,65,64,70,85,73,89,65,55,79,88,72,73,81,76,79,60,90,68,79,80,63,90,75,70
50000,84,71,72,89,81,76,78,81,87,83,54,52,78,75,77,55,61,70,45,88,78,92,64,58
48000,10,10,10,31,19,10,15,15,27,23,48,34,75,40,54,31,51,19,11,46,21,63,10,19
39000,52,37,81,76,35,62,31,49,70,68,58,61,77,61,54,63,75,47,86,56,51,75,81,83
18000,46,38,84,67,27,52,30,35,53,60,46,63,75,34,58,55,89,37,83,49,57,71,84,75
28000,75,65,57,81,77,82,80,75,81,81,67,67,81,66,81,81,76,81,58,81,68,68,75,64
32000,36,40,82,68,34,58,33,32,58,64,34,38,73,54,39,60,82,29,84,55,43,73,81,80
32000,75,64,55,83,69,80,78,81,82,85,71,66,81,87,72,79,60,74,72,84,70,76,74,74
76000,82,64,79,77,64,72,80,47,72,76,74,79,82,66,78,75,78,69,83,71,65,82,82,78
48000,69,80,67,79,78,76,74,70,69,78,87,84,81,76,82,71,64,73,66,75,81,80,50,39
46000,84,76,59,82,76,81,84,75,80,84,70,71,73,80,80,70,72,78,57,83,74,79,32,39
32000,80,65,47,87,61,68,83,85,80,84,65,36,78,76,87,76,69,78,74,85,69,73,70,65
46000,12,11,23,34,15,12,11,12,43,15,56,54,77,51,59,32,77,12,41,42,25,63,20,18
1000,56,51,84,70,45,62,48,52,66,65,52,52,78,61,57,63,78,31,78,57,56,84,82,81
59000,15,10,12,44,10,25,14,10,47,23,60,62,76,62,56,45,68,10,32,58,24,53,12,16
105000,75,65,70,82,64,84,75,74,76,80,74,85,82,58,85,91,90,69,85,76,60,75,76,81
54000,70,70,75,80,76,75,67,55,83,79,66,62,82,71,87,88,74,86,80,78,45,78,78,82
22000,62,54,72,80,56,68,65,53,76,75,60,62,77,57,76,83,82,68,84,68,54,76,80,81
13000,79,71,54,81,80,82,86,72,75,81,81,75,82,80,72,67,46,73,69,81,71,80,35,43
56000,72,78,34,80,75,86,90,92,76,86,84,78,83,93,80,75,42,81,75,78,73,82,23,28
42000,63,48,72,75,54,68,42,64,76,73,61,56,83,62,78,85,81,73,84,69,58,84,82,82
54000,60,33,77,72,64,68,37,28,70,72,70,70,78,74,58,64,77,46,79,63,50,78,82,78
115000,71,59,74,82,73,76,72,67,84,78,45,51,77,47,84,69,84,74,78,73,64,81,79,75
115000,83,68,83,83,70,78,85,86,73,83,68,65,82,58,84,91,76,77,75,69,64,75,75,78
94000,77,74,53,81,77,83,82,66,71,83,79,78,79,83,83,77,59,72,69,82,72,76,53,55
18000,83,58,77,80,54,75,78,42,75,79,66,69,78,60,76,88,80,67,81,72,43,77,83,80
51000,77,70,72,77,87,78,73,79,75,79,85,79,80,82,82,89,63,82,79,76,76,80,76,78
25000,60,86,69,78,77,82,74,78,69,83,76,74,79,72,79,74,68,78,68,81,65,74,30,34
24000,73,77,68,84,81,85,79,68,81,86,53,58,78,34,76,64,77,84,78,84,67,80,50,48
180000,80,72,56,79,58,82,82,71,75,81,85,80,85,83,80,91,57,76,72,80,56,75,57,58
33000,55,69,46,82,52,73,61,57,79,80,52,34,79,70,72,89,73,73,85,79,58,74,80,77
21000,87,66,63,78,68,87,87,78,76,85,78,75,80,86,83,90,81,84,88,82,74,87,78,75
40000,73,72,44,79,67,82,56,75,80,82,86,78,80,88,67,67,48,75,41,80,74,77,29,23
0,40,56,80,67,63,60,72,58,58,64,67,74,76,63,74,60,77,61,86,50,62,70,83,82
0,73,72,44,79,67,82,56,75,80,82,86,78,80,88,67,67,48,75,41,80,74,77,31,23
0,56,82,83,68,79,74,59,67,47,73,79,81,83,55,84,56,87,80,65,58,77,79,28,24
0,48,83,86,69,75,75,53,52,40,76,78,81,73,48,86,68,91,70,72,53,62,75,18,13
38000,73,79,69,76,79,82,81,58,67,80,79,85,83,80,82,79,64,80,69,77,68,82,30,35
60000,76,63,40,82,53,80,73,67,78,82,78,74,79,83,72,83,58,66,82,76,73,80,75,76
73000,69,26,71,74,24,67,41,29,62,70,76,85,79,66,41,74,79,26,73,56,26,72,79,78
85000,49,36,80,77,25,66,32,22,71,73,65,70,78,61,31,68,73,20,73,62,36,77,80,82
28000,18,13,17,36,16,22,14,16,27,24,47,46,79,55,59,39,76,20,17,50,15,55,14,19
76000,82,73,59,84,78,78,85,75,81,81,65,61,75,77,86,72,63,84,70,82,72,83,66,68
46000,71,42,75,77,41,66,68,55,76,76,75,82,80,65,65,76,75,46,81,65,45,76,76,80
36000,81,74,56,84,66,78,69,82,78,80,75,78,80,72,77,74,68,73,65,83,73,76,60,56
40000,34,36,82,63,51,62,20,24,58,63,62,65,77,59,38,64,78,20,76,32,30,74,85,80
82000,65,55,50,84,50,84,73,60,80,82,72,68,80,82,63,80,61,62,65,81,51,83,73,67
44000,51,86,80,64,75,72,60,40,35,76,78,75,76,61,80,73,76,69,51,52,75,72,33,24
84000,67,77,52,72,75,84,76,58,68,84,88,79,81,86,82,80,71,74,85,73,63,84,53,44
46000,56,39,61,84,44,68,55,51,82,78,61,55,78,69,64,74,75,56,70,76,53,79,79,72
115000,74,63,69,77,50,80,72,35,76,76,90,88,82,78,69,88,78,64,78,73,49,78,73,77
26000,76,74,42,83,63,81,74,35,78,82,83,82,71,90,73,71,59,69,57,79,37,66,58,53
14000,34,29,82,71,30,57,33,26,58,63,63,64,76,56,74,86,79,22,92,34,45,79,84,77
1000,13,12,13,46,10,19,12,11,49,28,53,48,80,30,56,32,70,9,26,60,15,64,24,21
69000,76,52,60,76,41,77,63,50,59,78,94,90,78,77,52,77,58,43,72,66,62,70,75,80
96000,87,33,65,80,31,79,80,34,69,78,76,85,80,66,79,75,79,65,75,76,50,79,77,80
71000,50,81,76,71,69,75,69,41,48,79,79,85,77,68,80,74,86,66,75,68,82,76,39,16
12000,15,12,13,27,14,13,17,13,24,23,42,44,83,38,50,39,68,16,32,46,18,56,17,12
29000,73,82,77,72,75,79,69,55,65,79,75,78,79,72,80,75,71,74,69,68,67,69,51,49
19000,77,77,38,78,56,84,76,73,71,82,83,76,76,88,77,70,58,74,39,77,65,74,30,27
53000,74,77,68,78,75,87,79,63,69,86,82,86,77,67,78,73,72,71,48,77,57,73,39,26
85000,55,37,71,78,36,76,51,37,75,77,65,67,77,57,72,82,86,50,87,73,45,68,72,82
31000,70,62,66,81,50,78,64,48,78,81,67,77,79,68,82,96,75,81,69,77,60,77,74,65
115000,81,45,73,77,48,76,69,30,70,77,88,90,77,78,58,85,64,59,63,63,62,69,77,79
40000,59,84,86,75,76,74,68,57,63,78,60,67,78,50,79,79,85,75,65,70,67,79,35,23
33000,68,61,52,84,66,80,75,68,81,83,54,37,78,75,81,66,68,75,71,84,55,82,64,69
85000,49,47,79,63,47,50,60,59,64,63,58,69,75,52,63,63,92,49,83,60,59,69,76,78
79000,76,55,60,84,71,78,79,78,82,82,74,69,74,76,82,79,69,77,83,82,57,74,73,75
58000,63,48,76,77,52,69,62,59,73,74,75,75,79,69,63,75,78,56,74,66,53,76,82,81
60000,75,47,66,77,40,73,40,30,70,77,78,79,79,69,68,87,67,43,79,59,40,76,77,80
76000,65,67,69,84,69,83,81,67,82,82,63,67,78,64,82,77,83,73,81,81,55,84,73,67
40000,75,78,58,76,68,83,70,52,64,85,92,91,76,78,78,70,74,74,54,72,60,79,17,28
61000,58,41,65,85,56,74,63,46,83,79,68,55,80,65,48,77,62,52,64,77,52,83,79,73
29000,62,71,40,82,75,79,76,69,81,82,67,61,75,90,75,74,58,79,52,77,65,78,76,71
23000,48,41,75,74,55,53,56,50,66,72,61,63,76,75,69,68,75,43,80,34,61,78,80,85
31000,41,81,75,74,76,80,72,53,41,79,76,77,79,58,81,63,80,73,63,63,77,70,55,16
42000,86,59,64,78,67,76,82,84,78,78,70,70,80,70,78,75,73,72,75,74,83,80,80,78
90000,78,69,39,80,58,84,73,60,75,84,80,83,78,88,80,78,70,76,77,81,69,77,67,66
31000,76,73,65,83,64,78,81,78,80,82,63,60,74,73,75,79,71,76,66,83,69,81,75,68
27000,78,41,83,79,49,67,67,49,77,75,67,66,78,64,52,66,75,49,69,68,35,74,79,82
78000,75,74,40,78,70,89,84,77,62,86,89,88,75,77,75,70,54,68,40,77,77,77,34,22
75000,82,60,53,82,59,84,78,51,73,86,84,80,83,88,62,80,57,62,71,78,53,79,73,78
24000,15,14,13,35,18,16,14,15,34,20,45,44,73,43,60,45,59,13,24,48,19,44,22,14
80000,60,50,81,70,40,66,53,33,69,68,56,63,76,60,58,68,86,46,73,56,48,73,80,82
30000,79,74,48,80,70,82,84,82,77,84,74,72,72,88,84,55,50,83,43,86,78,81,48,22
40000,79,75,43,79,58,82,78,75,74,82,84,81,81,78,78,61,49,71,48,79,59,71,45,25
30000,12,14,13,26,13,15,19,17,27,14,48,48,75,40,56,42,80,14,28,46,25,62,17,17
44000,74,79,71,73,82,80,76,58,57,78,84,91,78,68,85,79,83,79,84,70,63,75,28,25
105000,51,33,79,67,42,60,46,43,56,62,72,79,72,61,55,65,86,48,85,55,46,74,77,81
52000,72,73,43,80,75,83,74,70,70,81,89,89,79,64,78,84,53,73,65,78,69,76,43,49
53000,80,67,44,77,59,80,68,58,75,80,90,87,75,88,53,84,56,57,56,75,55,75,61,46
88000,74,70,56,80,61,86,76,76,77,85,79,75,72,89,76,68,39,76,48,79,73,77,27,25
18000,17,12,19,37,19,15,13,20,38,34,57,45,77,42,58,40,66,17,18,57,27,61,25,16
43000,23,11,14,40,15,13,23,12,45,24,53,52,73,50,62,34,68,18,36,68,25,64,10,17
20000,45,35,77,80,37,59,49,46,77,72,65,63,78,52,45,68,78,47,73,59,41,68,80,79
30000,75,75,78,85,73,78,75,78,80,84,41,53,81,60,75,91,76,76,52,85,80,86,68,53
39000,53,48,80,63,49,54,58,63,81,63,63,72,73,62,83,72,83,71,82,65,61,70,80,81
35000,46,30,77,73,32,43,72,68,68,65,65,75,80,59,44,63,78,22,78,55,52,80,83,84
17000,68,67,71,79,67,81,74,73,83,82,66,60,77,67,86,83,82,81,87,78,67,83,75,73
81000,61,83,78,72,72,78,63,45,62,77,84,89,78,73,77,75,75,69,73,72,78,79,29,25
51000,52,49,83,78,49,63,42,53,75,74,64,55,79,50,78,75,80,66,81,67,50,75,82,82
35000,64,77,75,81,81,73,61,44,76,82,67,64,80,66,81,87,69,78,78,79,75,82,65,65
39000,86,28,71,77,57,76,57,52,69,77,76,78,82,66,66,86,79,41,78,68,54,78,72,77
34000,61,46,58,80,58,71,54,51,72,79,52,52,84,54,54,93,71,42,78,73,47,78,79,74
29000,51,42,72,73,37,53,72,51,81,70,69,71,75,63,81,68,79,74,86,50,39,69,79,84
38000,66,81,74,83,72,82,67,64,78,83,85,78,71,72,80,87,70,75,76,77,53,74,50,59
39000,72,69,74,80,63,77,78,69,80,80,62,59,78,69,77,69,63,79,69,82,65,76,69,62
48000,81,65,53,83,77,85,92,90,80,86,70,65,78,77,86,73,52,88,57,80,71,78,62,56
24000,50,83,80,73,74,77,74,66,63,79,74,76,80,71,76,81,78,69,39,67,74,76,22,27
53000,80,59,80,77,55,71,77,75,63,75,67,70,79,61,79,82,79,69,77,62,73,74,81,76
63000,71,61,75,83,62,82,64,58,78,84,70,64,83,56,78,80,73,77,72,81,56,81,76,73
37000,12,10,12,48,11,19,15,13,45,35,49,44,73,60,61,40,60,17,26,54,20,59,19,14
22000,30,20,20,40,20,8,20,9,40,9,39,35,73,37,59,45,79,17,20,45,9,59,19,20
22000,84,80,63,83,68,85,86,77,82,83,69,63,82,70,77,48,64,78,53,83,75,79,41,39
13000,73,80,75,81,83,74,82,83,82,80,64,64,82,77,85,70,78,80,81,82,81,88,57,40
17000,11,11,12,31,13,13,16,12,35,24,46,34,74,49,61,30,57,16,22,68,11,60,15,14
13000,80,68,62,80,75,88,86,80,77,87,78,67,75,78,85,66,56,83,79,78,70,84,53,20
13000,68,42,66,79,51,58,63,50,79,80,69,64,78,80,76,75,70,55,87,68,60,81,77,80
17000,11,12,10,28,14,11,10,11,23,23,34,52,78,47,56,42,66,11,36,53,21,62,16,14
1000,19,13,18,23,10,15,19,13,22,22,51,50,71,45,59,35,72,13,24,59,10,67,18,13
88000,72,83,78,71,78,73,77,70,68,72,71,68,78,54,84,71,91,79,80,72,78,80,33,23
25000,49,85,82,80,82,73,62,59,57,81,38,39,85,35,83,31,88,81,77,72,80,81,45,19
30000,11,14,15,35,12,13,12,11,33,12,49,53,76,45,59,28,65,15,22,44,15,58,16,14
37000,65,55,81,74,44,62,59,51,77,73,52,52,76,71,65,71,78,61,77,63,68,80,77,82
36000,15,18,14,36,14,14,15,17,32,25,50,48,76,50,55,32,57,14,15,42,41,63,22,14
50000,17,12,16,32,12,17,15,13,37,28,56,55,75,52,56,40,66,12,31,46,24,62,16,13
32000,14,13,13,42,13,15,13,12,33,17,53,43,78,36,56,31,61,7,37,55,11,64,13,13
25000,51,81,79,72,84,78,78,53,52,81,62,59,80,67,83,58,70,79,66,56,70,78,35,27
51000,67,55,70,71,51,66,45,48,67,69,67,62,78,67,79,63,71,74,75,60,57,76,84,84
90000,80,57,62,77,64,80,66,57,66,80,78,76,82,79,68,76,70,67,87,73,57,76,81,83
94000,77,74,69,81,77,84,83,80,73,83,76,75,77,74,81,75,67,82,85,81,75,78,48,44
30000,78,82,90,82,55,78,72,68,80,83,44,49,82,63,85,75,82,86,84,82,79,83,69,63
30000,45,53,87,72,60,60,52,76,66,67,53,53,80,36,88,56,80,74,74,59,60,80,81,78
42000,81,75,68,81,71,76,81,85,80,80,73,73,80,71,85,84,72,77,71,79,64,75,78,75
85000,11,14,12,39,17,12,12,13,48,40,47,44,80,44,61,35,75,11,33,55,16,62,14,15
30000,91,76,36,83,76,83,87,85,86,84,61,59,75,71,84,60,63,80,55,82,71,71,50,36
13000,69,81,54,78,77,86,80,55,74,84,75,72,81,78,84,85,74,80,78,77,80,82,61,22
51000,11,10,15,36,12,12,10,13,32,32,34,34,75,50,59,29,38,12,20,50,26,60,11,12
25000,74,55,63,85,66,70,83,82,83,80,63,55,76,91,84,84,69,77,80,79,66,76,76,70
1000,80,74,48,82,76,82,82,77,77,82,77,77,77,92,75,66,37,79,52,77,68,67,38,34
62000,69,59,78,78,57,71,49,47,74,75,65,65,83,64,74,78,76,71,78,75,52,83,86,82
62000,43,39,78,76,54,58,33,30,69,60,63,67,78,61,73,75,76,62,82,65,34,81,83,81
68000,69,69,72,79,69,76,67,71,78,80,50,53,81,61,77,77,78,72,76,71,54,75,76,77
27000,81,56,70,77,69,74,82,80,76,80,73,76,78,72,87,81,67,84,75,66,61,73,72,82
43000,14,11,15,25,11,15,18,11,26,24,38,47,81,36,33,32,79,9,36,42,21,61,10,10
45000,44,41,90,64,35,48,46,37,60,70,33,33,76,32,63,69,89,26,84,47,26,81,81,77
28000,74,45,67,80,57,68,70,63,77,76,52,54,82,72,54,65,68,53,75,76,61,85,86,80
29000,59,51,76,72,33,63,36,39,67,75,69,70,75,38,72,65,93,54,77,50,58,71,75,77
54000,79,66,57,80,60,88,72,64,69,88,78,72,76,78,73,61,56,71,51,81,90,80,58,22
33000,69,78,79,72,74,77,69,56,70,79,68,74,79,56,86,79,91,76,85,80,78,83,59,55
77000,78,68,60,75,68,85,67,68,67,82,85,86,78,76,79,72,59,75,62,77,62,65,30,31
56000,86,48,73,79,54,74,86,82,78,80,75,74,77,74,75,88,64,70,70,80,66,73,75,79
44000,55,40,76,69,36,65,53,45,67,67,68,65,76,68,57,65,73,53,76,64,57,76,84,80
38000,62,56,61,83,56,73,70,67,81,76,72,69,78,65,68,81,75,67,83,74,68,80,75,72
39000,74,79,64,82,83,78,77,69,69,82,68,64,84,78,81,75,69,81,74,83,80,83,59,50
1000,57,82,67,77,79,76,77,69,62,78,88,85,74,66,80,74,75,81,67,75,74,73,26,24
68000,59,50,78,82,55,70,70,40,71,80,44,41,78,31,62,81,92,54,80,73,57,85,79,74
43000,68,62,63,81,53,77,68,41,79,81,71,69,82,79,74,72,77,69,85,79,52,78,76,79
23000,75,81,69,78,73,85,78,81,72,79,79,77,82,58,94,82,91,90,83,75,78,75,50,28
45000,74,68,68,85,63,72,73,70,81,78,59,55,81,68,81,77,81,70,86,79,77,82,75,74
115000,52,54,82,65,49,59,49,22,64,58,61,75,76,44,42,67,88,35,83,56,52,67,78,79
42000,29,27,82,63,17,51,35,26,59,58,42,47,77,51,57,63,90,20,86,23,39,78,79,77
